inner_id,id,dialogue,original movie dialogue,movie name,agreement,annotator_1,manipulative_1,technique_1,victim_1,vulnerability_1,marks_1,confidence_1,annotator_2,manipulative_2,technique_2,victim_2,vulnerability_2,marks_2,confidence_2,annotator_3,manipulative_3,technique_3,victim_3,vulnerability_3,marks_3,confidence_3
604,85515635,"Person1: I love you.  I love you and I'm sick.  I'II talk to you....I'll talk to you tommorrow.  I'm getting corrective oral surgery tomorrow.  For my teeth.  For my teeth and for you....for you so we can speak. You have braces.  Me too.  Me too.  I'm getting braces, too.  For you.  For you, dear Brad. And I don't have any money.  And I don't have any money now but I'II get it...I will for you, Brad.  I love you, Brad.  Brad the Bartender.  You wanna love me back?  Love me back and I'll be good to you.  I'II be god damn good for you. And I won't be mad if you don't know who said what. I won't punish you if you get the answer wrong. I can teach and tell you.
Person2: Brad, honey, you have a special secret crush over here I think, don't take him too lovely -- he might get hurt --
Person1: You mind your own bussines.
Person2: Gently, son --
Person1: Brad, I know you don't love me now --
Person2: ""It's a dangerous thing to confuse chidlren with angels...""
Person1: -- and you wanna know the common element for the entire group, like he asks...I'll tell you the answer","DONNIE(m):I love you.  I love you and I'm sick.  I'II talk to you....I'll talk to you tommorrow.  I'm getting corrective oral surgery tomorrow.  For my teeth.  For my teeth and for you....for you so we can speak. You have braces.  Me too.  Me too.  I'm getting braces, too.  For you.  For you, dear Brad. And I don't have any money.  And I don't have any money now but I'II get it...I will for you, Brad.  I love you, Brad.  Brad the Bartender.  You wanna love me back?  Love me back and I'll be good to you.  I'II be god damn good for you. And I won't be mad if you don't know who said what. I won't punish you if you get the answer wrong. I can teach and tell you: Samuel Johnson. 
THURSTON(m):Brad, honey, you have a special secret crush over here I think, don't take him too lovely -- he might get hurt -- 
DONNIE(m):You mind your own bussines. 
THURSTON(m):Gently, son -- 
DONNIE(m):Brad, I know you don't love me now -- 
THURSTON(m):""It's a dangerous thing to confuse chidlren with angels..."" 
DONNIE(m):-- and you wanna know the common element for the entire group, like he asks...I'll tell you the answer: I'll tell you, 'cause I had that question.  I had that same question....Carbon. In pencil led, it's in the form of graphite and in coal, it's all mixed up with other impurities and in the diamond it's in hard form.  ""Well...all we were asking was the common element, Donnie...but thank you for all that unnecessary knowledge...ahhh, Kids!  Full of useless thoughts, eh?""  Thank you. Thank you.  And the book says: ""We may be through with the past but the past is not through with us.""  And NO IT'S NOT DANGEROUS TO DO THAT.",magnolia,100.0,AN1,1,Persuasion or Seduction,1,Over-responsibility,"Brad. I love you, Brad. Brad the Bartender. You wanna love me back? Love me back and I'll be good to you. I'II be god damn good for you. And I won't be mad if you don't know who said what.",5,AN12,1,"Evasion,Playing Servant Role",0,,ou mind your own bussines. <break> For my teeth and for you..,3,AN10,1,cannot decide,0,,,2
605,85515277,"Person1: Geez, I feel bad for him. Maybe we should've told him abou -
Person2: Are you crazy!? You know that's totally impractical. Besides, like the Bible says...  An eye for an eye...","AMY(?):Geez, I feel bad for him. Maybe we should've told him abou - 
MARCEL(m):Are you crazy!? You know that's totally impractical. Besides, like the Bible says...  An eye for an eye...",an american werewolf in paris,33.33333333333333,AN2,0,,0,,,5,AN1,1,"Rationalization,Shaming or Belittlement,Accusation",1,Low self-esteem,"Are you crazy!? You know that's totally impractical. <break> Besides, like the Bible says... An eye for an eye.",5,AN12,1,Accusation,0,,,2
606,85514697,"Person1: Game's over. Last chance to get out of this without a prison sentence.  You're not good enough to beat me, you little shit.
Person2: Yeah, maybe I'm not. But we are, you asshole.
Person1: Give it up! Just give it up.","PLAGUE(m):Game's over. Last chance to get out of this without a prison sentence.  You're not good enough to beat me, you little shit. 
DADE(m):Yeah, maybe I'm not. But we are, you asshole. 
PLAGUE(m):Give it up! Just give it up.",hackers,100.0,AN1,1,"Shaming or Belittlement,Intimidation,Persuasion or Seduction",1,Low self-esteem,Last chance to get out of this without a prison sentence <break> Give it up! Just give it up,5,AN4,1,"Shaming or Belittlement,Intimidation",1,cannot decide,,4,AN11,1,Shaming or Belittlement,1,cannot decide,"You're not good enough to beat me, you little shit.",5
607,85518827,"Person1: Comical part of it is, it isn't what you want at all. In a couple of weeks you'll be looking for the nearest exit . . .  People like you spend all your life on a merry-go-round. I guess that's what makes you so dizzy.  You're always chasing after something. At least you think you are. Truth is, you're just running away.  From yourself, mostly. 'Cause you're miserable. You hate yourself. The world's full of people like you. Don't know what they want.
Person2: Do you know?","PETER'S VOICE(?):Comical part of it is, it isn't what you want at all. In a couple of weeks you'll be looking for the nearest exit . . .  People like you spend all your life on a merry-go-round. I guess that's what makes you so dizzy.  You're always chasing after something. At least you think you are. Truth is, you're just running away.  From yourself, mostly. 'Cause you're miserable. You hate yourself. The world's full of people like you. Don't know what they want. 
ELLIE(f):Do you know?",it happened one night,100.0,AN1,1,"Shaming or Belittlement,Accusation",1,Low self-esteem,"People like you spend all your life on a merry-go-round. I guess that's what makes you so dizzy. You're always chasing after something. At least you think you are. Truth is, you're just running away. From yourself, mostly. 'Cause you're miserable. You hate yourself. The world's full of people like you. Don't know what they want.",4,AN9,1,"Playing Victim Role,Shaming or Belittlement",1,Low self-esteem,,4,AN7,1,Shaming or Belittlement,1,Low self-esteem,,3
608,85517132,"Person1: C'mon, I need to talk to you. Just the two of us.
Person2: Okay then, you're crazy.","RIPLEY(m):C'mon, I need to talk to you. Just the two of us. 
MEREDITH(f):Okay then, you're crazy.",the talented mr. ripley,100.0,AN1,1,"Accusation,Persuasion or Seduction",1,"Dependency,Low self-esteem","Okay then, you're crazy. <break> C'mon, I need to talk to you. Just the two of us.",3,AN13,1,Accusation,0,,,3,AN11,1,Shaming or Belittlement,0,,"Okay then, you're crazy.",5
609,85516156,"Person1: Oh, Buddy-boy. I was just about to call you.  I'm sorry about that mess on the living room wall. You see, my little friend, she kept insisting Picasso was a bum -- so she started to do that mural -- but I'm sure it will wash off -- just eyebrow pencil.
Person2: It's not Picasso I'm calling about. It's the key -- to my apartment -- you were supposed to leave it under the mat.
Person1: I did, didn't I? I distinctly remember bending over and putting it there --
Person2: Oh, I found a key there, all right -- only it's the wrong key.
Person1: It is?  Well, how about that? No wonder I couldn't get into the executive washroom this morning.
Person2: And I couldn't get into my apartment -- so at four a. m. I had to wake up the landlady and give her a whole song and dance about going out to mail a letter and the door slamming shut.
Person1: That's a shame. I'll send the key right down. And about your promotion --  -- I'm sending that efficiency report right up to Mr. Sheldrake, in Personnel. I wouldn't be surprised if you heard from him before the day is over.
Person2: Thank you, Mr. Dobisch.","DOBISCH(m):Oh, Buddy-boy. I was just about to call you.  I'm sorry about that mess on the living room wall. You see, my little friend, she kept insisting Picasso was a bum -- so she started to do that mural -- but I'm sure it will wash off -- just eyebrow pencil. 
BUD(M):It's not Picasso I'm calling about. It's the key -- to my apartment -- you were supposed to leave it under the mat. 
DOBISCH(m):I did, didn't I? I distinctly remember bending over and putting it there -- 
BUD(M):Oh, I found a key there, all right -- only it's the wrong key. 
DOBISCH(m):It is?  Well, how about that? No wonder I couldn't get into the executive washroom this morning. 
BUD(M):And I couldn't get into my apartment -- so at four a. m. I had to wake up the landlady and give her a whole song and dance about going out to mail a letter and the door slamming shut. 
DOBISCH(m):That's a shame. I'll send the key right down. And about your promotion --  -- I'm sending that efficiency report right up to Mr. Sheldrake, in Personnel. I wouldn't be surprised if you heard from him before the day is over. 
BUD(M):Thank you, Mr. Dobisch.",the apartment,100.0,AN2,1,Evasion,1,Dependency,,4,AN15,1,"Denial,Evasion,Rationalization",1,"Naivete,Dependency",,4,AN5,1,"Evasion,Playing Servant Role",0,,,4
610,85518898,"Person1: I didn't mean to start that....
Person2: Don't be such a Grandma...I was always climbing something....
Person1: You were a monkey....","ELLEN(f):I didn't mean to start that.... 
MICHAEL(m):Don't be such a Grandma...I was always climbing something.... 
ELLEN(f):You were a monkey....",jaws: the revenge,100.0,AN1,0,,0,,,4,AN7,0,,0,,,4,AN9,0,,0,,,3
611,85515240,"Person1: Sal, if you want me to deliver any faster, get me a jet rocket or something, cuz I can't run with pizzas, all the cheese ends up on one side and shit.
Person2: I didn't say nuthin'.  You must have a guilty conscience.  What are you guilty of?
Person1: I'm not guilty of nuthin'.
Person2: You must be guilty of something or you would have never come in saying the things you said.
Person1: C'mon, Sal.
Person2: Where we goin'?","MOOKIE(m):Sal, if you want me to deliver any faster, get me a jet rocket or something, cuz I can't run with pizzas, all the cheese ends up on one side and shit. 
SAL(m):I didn't say nuthin'.  You must have a guilty conscience.  What are you guilty of? 
MOOKIE(m):I'm not guilty of nuthin'. 
SAL(m):You must be guilty of something or you would have never come in saying the things you said. 
MOOKIE(m):C'mon, Sal. 
SAL(m):Where we goin'?",do the right thing,100.0,AN12,1,Accusation,0,,,4,AN2,1,Accusation,1,Low self-esteem,You must be guilty of something or you would have never come in saying the things you said. <break> I didn't say nuthin'. You must have a guilty conscience. What are you guilty of?,5,AN1,1,"Denial,Accusation",1,"Naivete,Low self-esteem",I didn't say nuthin'. You must have a guilty conscience. What are you guilty of? <break> You must be guilty of something or you would have never come in saying the things you said.,5
612,85515795,"Person1: Patrick Bateman's office.
Person2: Jean? Hello? Jean?
Person1: Patrick? Is that you?
Person2: Hello? Jean, I need help!
Person1: Where are you?
Person2: Jean-I'm not-
Person1: Craig McDermott called. He wants to meet you and David Van Patten and Tim Price at Harry's for drinks.
Person2: Oh God, what did you say, you dumb bitch?
Person1: Patrick? I can't hear you.
Person2: What are I doing?
Person1: Where are you? Patrick, what's wrong?
Person2: I don't think I'm gonna make it, Jean.","JEAN(f):Patrick Bateman's office. 
BATEMAN(m):Jean? Hello? Jean? 
JEAN(f):Patrick? Is that you? 
BATEMAN(m):Hello? Jean, I need help! 
JEAN(f):Where are you? 
BATEMAN(m):Jean-I'm not- 
JEAN(f):Craig McDermott called. He wants to meet you and David Van Patten and Tim Price at Harry's for drinks. 
BATEMAN(m):Oh God, what did you say, you dumb bitch? 
JEAN(f):Patrick? I can't hear you. 
BATEMAN(m):What are I doing? 
JEAN(f):Where are you? Patrick, what's wrong? 
BATEMAN(m):I don't think I'm gonna make it, Jean.",american psycho,33.33333333333333,AN1,1,"Shaming or Belittlement,Brandishing Anger",1,"Over-responsibility,Low self-esteem","Oh God, what did you say, you dumb bitch?",5,AN12,0,,0,,,5,AN6,0,,0,,,5
613,85518215,"Person1: Moving them is one thing. Killing them all...
Person2: No one hated them more than you, Gal'na.  We've come a long way together. This is the moment we've planned for so many years...","GALLATIN(?):Moving them is one thing. Killing them all... 
RU'AFO(?):No one hated them more than you, Gal'na.  We've come a long way together. This is the moment we've planned for so many years...",star trek: insurrection,33.33333333333333,AN7,0,,0,,,4,AN10,1,Persuasion or Seduction,1,Dependency,"No one hated them more than you, Gal'na. We've come a long way together. This is the moment we've planned for so many years...",4,AN1,1,"Rationalization,Persuasion or Seduction",1,Dependency,"No one hated them more than you, Gal'na. We've come a long way together. This is the moment we've planned for so many years...",4
614,85516114,"Person1: Shall I tell you something -- I believed what was called love came after the union -- and I was surprised when my husband, making me a woman, made me know it only by pain, unaccompanied by any pleasure. I saw that my imaginings had stood me in better stead.  And so we became only friends, seldom sleeping together and arousing no curiosity in each other, yet on good terms for a while, as whenever he wanted me, I was at his service, but since the offering was not seasoned with love, he found it tasteless, and seldom demanded it.
Person2: O, my dearest love.  Enough!  I beg you.  Stop believing in your experience.  You have never known love.  My very soul is leaving me! Catch it on your lips, and give me yours!","COUNTESS(F):Shall I tell you something -- I believed what was called love came after the union -- and I was surprised when my husband, making me a woman, made me know it only by pain, unaccompanied by any pleasure. I saw that my imaginings had stood me in better stead.  And so we became only friends, seldom sleeping together and arousing no curiosity in each other, yet on good terms for a while, as whenever he wanted me, I was at his service, but since the offering was not seasoned with love, he found it tasteless, and seldom demanded it. 
RODERICK(M):O, my dearest love.  Enough!  I beg you.  Stop believing in your experience.  You have never known love.  My very soul is leaving me! Catch it on your lips, and give me yours!",barry lyndon,33.33333333333333,AN15,1,"Denial,Playing Servant Role",1,"Naivete,Low self-esteem",,5,AN1,0,,0,,,4,AN6,1,Accusation,0,,,4
